member,lead,trust,err
pangu,48,1.0,195.17256490522732
fengwu,48,1.0,123.17520236893968
gru,48,0.5,43.772766447199814
transformer,48,0.5,18.288701621170905
cliper,48,0.25,187.38254623550188
cons_aiwp,48,1.0,158.493796444529
pangu,72,1.0,206.76824074196122
fengwu,72,1.0,160.75988969007773
gru,72,0.5,36.55993087475366
transformer,72,0.5,90.60727104638153
cliper,72,0.25,219.78422641214246
cons_aiwp,72,1.0,178.90380739549207
pangu,24,1.0,121.2671113392505
fengwu,24,1.0,55.85741387671582
gru,24,1.5,168.1384348787218
transformer,24,1.5,176.48893113628267
cliper,24,1.0,161.52220661891707
cons_aiwp,24,1.0,86.12757880897608
pangu,48,1.0,70.5455570847966
fengwu,48,1.0,155.61478902168523
gru,48,1.5,155.76427844443444
transformer,48,1.5,141.58611562552196
cliper,48,1.0,272.313462074833
cons_aiwp,48,1.0,54.525407268687985
pangu,72,1.0,89.59190135782634
fengwu,72,1.0,74.56116655953268
gru,72,1.5,375.4723343478351
transformer,72,1.5,408.9823821426523
cliper,72,1.0,466.3656210470613
cons_aiwp,72,1.0,77.28456745516019
pangu,24,1.0,59.91635339306862
fengwu,24,1.0,155.61478902168523
gru,24,0.5,80.51669837629319
transformer,24,0.5,125.27484831822163
cliper,24,0.5,71.38837394272981
cons_aiwp,24,1.0,49.43760560418929
pangu,48,1.0,89.59190135782634
fengwu,48,1.0,36.999171694382504
gru,48,0.5,477.8962810118911
transformer,48,0.5,576.8490649704254
cliper,48,0.5,525.1060892432786
cons_aiwp,48,1.0,61.194380480337614
pangu,72,1.0,114.72713884415775
fengwu,72,1.0,50.31464420474014
gru,72,0.5,816.2604685616334
transformer,72,0.5,947.8685521077248
cliper,72,0.5,924.283370184351
cons_aiwp,72,1.0,78.22234429096237
pangu,24,1.0,106.06950923570959
fengwu,24,1.0,39.28498993123879
gru,24,0.5,208.89729348354717
transformer,24,0.5,238.07623239834194
cliper,24,0.5,366.77100577826485
cons_aiwp,24,1.0,70.06785708930707
pangu,48,1.0,100.5007274914548
fengwu,48,1.0,52.504695830743515
gru,48,0.5,328.14275434915214
transformer,48,0.5,452.968672426042
cliper,48,0.5,699.6289162879997
cons_aiwp,48,1.0,68.57935548126633
pangu,72,1.0,57.86596687539278
fengwu,72,1.0,45.89580408607739
gru,72,0.5,588.2648939184194
transformer,72,0.5,774.2102917568143
cliper,72,0.5,1094.0716918054886
cons_aiwp,72,1.0,34.40125994003584
pangu,24,1.0,35.02331782020478
fengwu,24,1.0,16.95254910226988
gru,24,0.5,210.1605738319651
transformer,24,0.5,264.5831789477166
cliper,24,0.5,319.10561088762927
cons_aiwp,24,1.0,20.128593861132618
pangu,48,1.0,67.00780320954273
fengwu,48,1.0,33.774240106920594
gru,48,0.5,358.52987436839845
transformer,48,0.5,512.782959679206
cliper,48,0.5,659.7883151441727
cons_aiwp,48,1.0,46.01730658171982
pangu,72,1.0,53.39845415998449
fengwu,72,1.0,46.879066979929945
gru,72,0.5,572.2295738788478
transformer,72,0.5,792.458571227572
cliper,72,0.5,998.8196653706257
cons_aiwp,72,1.0,27.48947131871277
pangu,24,1.0,51.14884377330349
fengwu,24,1.0,69.23987439432224
gru,24,0.5,289.2659008566491
transformer,24,0.5,229.38435468231313
cliper,24,0.5,285.0266000709205
cons_aiwp,24,1.0,37.111286768906204
pangu,48,1.0,47.64418351955589
fengwu,48,1.0,38.61601921164154
gru,48,0.5,415.0632509279868
transformer,48,0.5,368.6235903208118
cliper,48,0.5,338.69430157819727
cons_aiwp,48,1.0,11.463041625174212
pangu,72,1.0,70.61914597864703
fengwu,72,1.0,106.13461732507842
gru,72,0.5,531.1571933096326
transformer,72,0.5,570.6648560013753
cliper,72,0.5,355.6797966728148
cons_aiwp,72,1.0,17.416360482289274
pangu,24,1.0,67.00780320954273
fengwu,24,1.0,58.338094150701615
gru,24,0.5,114.61717226927453
transformer,24,0.5,178.72564670119428
cliper,24,0.5,205.02403478043757
cons_aiwp,24,1.0,61.44547002865575
pangu,48,1.0,87.5316385618266
fengwu,48,1.0,46.87906697993032
gru,48,0.5,255.28702779424307
transformer,48,0.5,394.85764300316754
cliper,48,0.5,455.36795216142565
cons_aiwp,48,1.0,65.1667217175155
pangu,72,1.0,121.72214616548986
fengwu,72,1.0,169.27163132796653
gru,72,0.5,468.482773304126
transformer,72,0.5,631.1640578506527
cliper,72,0.5,647.09889770954
cons_aiwp,72,1.0,135.34872108575826
pangu,24,1.0,30.618895091291567
fengwu,24,1.0,32.03197966887372
gru,24,0.5,135.6001631624712
transformer,24,0.5,156.991695760411
cliper,24,0.5,206.9846145321576
cons_aiwp,24,1.0,9.39402492029078
pangu,48,1.0,24.546938756129094
fengwu,48,1.0,106.13461732507842
gru,48,0.5,321.2494235791001
transformer,48,0.5,366.5936457207736
cliper,48,0.5,460.94658284031004
cons_aiwp,48,1.0,55.458409666964656
pangu,72,1.0,91.28436081649106
fengwu,72,1.0,116.86715162398633
gru,72,0.5,570.9400487236734
transformer,72,0.5,607.5963630699281
cliper,72,0.5,721.0067297936469
cons_aiwp,72,1.0,102.62728806912929
pangu,24,1.0,78.85852680742256
fengwu,24,1.0,15.289847874450043
gru,24,0.5,62.27796584322556
transformer,24,0.5,47.16134585582904
cliper,24,0.5,89.28418815233991
cons_aiwp,24,1.0,41.98584965650617
pangu,48,1.0,62.08195110385365
fengwu,48,1.0,47.49392546777805
gru,48,0.5,268.66149354678686
transformer,48,0.5,261.4075776413808
cliper,48,0.5,365.33576011042896
cons_aiwp,48,1.0,36.82916776574304
pangu,72,1.0,113.43852556058506
fengwu,72,1.0,100.075433980103
gru,72,0.5,462.98471092994305
transformer,72,0.5,495.8964666576656
cliper,72,0.5,596.6637964417702
cons_aiwp,72,1.0,89.16705829380238
pangu,24,1.0,11.119492664456242
fengwu,24,1.0,11.119492664456242
gru,24,0.5,30.315935731279367
transformer,24,0.5,25.66008764894667
cliper,24,0.5,82.33197025163172
cons_aiwp,24,1.0,11.119492664456242
pangu,48,1.0,91.43465133424553
fengwu,48,1.0,113.79767618498961
gru,48,0.5,109.1552704226312
transformer,48,0.5,167.96354511871564
cliper,48,0.5,62.141832603772464
cons_aiwp,48,1.0,85.4819445415488
pangu,72,1.0,164.5406544634098
fengwu,72,1.0,61.465815202789685
gru,72,0.5,253.30465195872338
transformer,72,0.5,324.08354046941474
cliper,72,0.5,165.34313627989278
cons_aiwp,72,1.0,106.0497966806484
pangu,24,1.0,122.54696893285501
fengwu,24,1.0,66.79758840149753
gru,24,0.5,95.22111136770376
transformer,24,0.5,96.16047173549701
cliper,24,0.5,123.66365761234654
cons_aiwp,24,1.0,94.55040280496172
pangu,48,1.0,118.59562676130217
fengwu,48,1.0,434.0197945970684
gru,48,0.5,261.08774408446885
transformer,48,0.5,283.73629060927635
cliper,48,0.5,282.4603250891974
cons_aiwp,48,1.0,173.54859423081132
pangu,72,1.0,150.5375281325277
fengwu,72,1.0,1423.3050018183899
gru,72,0.5,301.9340844633844
transformer,72,0.5,327.13666168900147
cliper,72,0.5,293.21532163372717
cons_aiwp,72,1.0,660.7797592650286
pangu,24,1.0,104.99373614855342
fengwu,24,1.0,86.12044408891026
gru,24,0.5,36.53586096212923
transformer,24,0.5,64.55494102889043
cliper,24,0.5,49.850207412813795
cons_aiwp,24,1.0,92.50494986174195
pangu,48,1.0,65.05601791439125
fengwu,48,1.0,16.2503012208725
gru,48,0.5,236.32262508854086
transformer,48,0.5,315.48913706387174
cliper,48,0.5,231.62614888450614
cons_aiwp,48,1.0,24.107828516084528
pangu,72,1.0,161.82249508591522
fengwu,72,1.0,463.3611963746698
gru,72,0.5,568.2997790505898
transformer,72,0.5,696.5224397292648
cliper,72,0.5,426.618095476308
cons_aiwp,72,1.0,158.66054948303648
pangu,24,1.0,129.5634386869087
fengwu,24,1.0,127.98039846764337
gru,24,0.5,116.64099863967346
transformer,24,0.5,189.93114294313276
cliper,24,0.5,214.2488768200715
cons_aiwp,24,1.0,128.14594582176363
pangu,24,1.2,32.019177915024194
fengwu,24,1.2,55.06682463580856
gru,24,0.5,39.092064755478575
transformer,24,0.5,67.4708318217748
cliper,24,0.5,27.292284698513665
cons_aiwp,24,1.0,42.58958493378587
pangu,48,1.2,74.06455766358309
fengwu,48,1.2,115.97454380139493
gru,48,0.5,61.73235575106676
transformer,48,0.5,102.64496455471077
cliper,48,0.5,127.98580238234807
cons_aiwp,48,1.0,92.83161202303896
pangu,72,1.2,71.72848138769423
fengwu,72,1.2,190.04050938506776
gru,72,0.5,157.73070768948313
transformer,72,0.5,124.78432263048373
cliper,72,0.5,380.20037696194834
cons_aiwp,72,1.0,130.69998044103517
pangu,24,1.2,39.12695302703336
fengwu,24,1.2,33.74790671768532
gru,24,0.25,150.91618992558088
transformer,24,0.25,184.28027059529975
cliper,24,1.0,175.99705852443483
cons_aiwp,24,1.0,34.3465999294948
pangu,48,1.2,411.75268678579846
fengwu,48,1.2,453.9695829164984
gru,48,0.25,474.9100396708606
transformer,48,0.25,566.2130959131821
cliper,48,1.0,445.56990651488127
cons_aiwp,48,1.0,432.525059265134
pangu,72,1.2,327.50693701612266
fengwu,72,1.2,364.80425970162884
gru,72,0.25,667.7432633532355
transformer,72,0.25,800.0040536202761
cliper,72,1.0,559.5892928094482
cons_aiwp,72,1.0,273.24841166403985
pangu,24,0.8,57.209018264145364
fengwu,24,1.0,19.028348871368195
gru,24,1.2,102.38545076103469
transformer,24,1.2,111.4671025309659
cliper,24,1.2,87.9362416434811
cons_aiwp,24,0.8,38.85091062959731
pangu,48,0.8,19.70531959117707
fengwu,48,1.0,90.73640167855434
gru,48,1.2,172.24844231779952
transformer,48,1.2,150.43773888885877
cliper,48,1.2,219.7683746925904
cons_aiwp,48,0.8,53.056192071929566
pangu,72,0.8,84.55556290815157
fengwu,72,1.0,108.85911013083658
gru,72,1.2,419.68183624825565
transformer,72,1.2,383.2048670276412
cliper,72,1.2,505.22340837079145
cons_aiwp,72,0.8,14.267053921146108
pangu,24,0.5,41.90119223162507
fengwu,24,0.5,27.157445753016393
gru,24,1.5,218.19475628987385
transformer,24,1.5,235.3542981019293
cliper,24,1.0,216.01572482192606
cons_aiwp,24,1.0,29.104589513655863
pangu,48,0.5,122.70058025553418
fengwu,48,0.5,114.25484573028982
gru,48,1.2,480.913716644437
transformer,48,1.2,498.2848902074794
cliper,48,1.0,467.7507102606695
cons_aiwp,48,1.0,107.81237268119338
pangu,72,0.5,192.83052113467772
fengwu,72,0.5,315.67313871649446
gru,72,1.0,826.5385410908004
transformer,72,1.0,818.0988398325177
cliper,72,1.0,786.7376075144898
cons_aiwp,72,1.0,156.00548034115891
pangu,24,1.0,150.16887049312172
fengwu,24,0.8,27.311492064296637
gru,24,1.2,182.55726766853678
transformer,24,1.2,127.23259832597728
cliper,24,1.0,201.79280869274208
cons_aiwp,24,0.8,88.60528240021108
pangu,24,1.0,61.17688025839409
fengwu,24,1.0,22.933117318288765
gru,24,0.5,161.4488273336697
transformer,24,0.5,134.56208774127364
cliper,24,0.5,168.8387735352162
cons_aiwp,24,1.0,42.816474593266484
pangu,48,1.0,84.55556290815157
fengwu,48,1.0,12.024660104541883
gru,48,0.5,390.09803836970883
transformer,48,0.5,345.90028185376286
cliper,48,0.5,478.51505215290905
cons_aiwp,48,1.0,46.79486358004009
pangu,72,1.0,108.583934238792
fengwu,72,1.0,340.42644685508714
gru,72,0.5,464.537731784003
transformer,72,0.5,420.46728950807733
cliper,72,0.5,634.4274122138625
cons_aiwp,72,1.0,210.8412277101779
pangu,24,1.0,478.58898620478226
fengwu,24,1.0,46.04834313347542
gru,24,0.5,158.87867365201782
transformer,24,0.5,190.49906785715694
cliper,24,0.5,105.5358299374414
cons_aiwp,24,1.0,259.43286904109465
pangu,48,1.0,551.6889409190709
fengwu,48,1.0,610.6617879656925
gru,48,0.5,110.2659034656193
transformer,48,0.5,68.1253958955838
cliper,48,0.5,284.26579267063846
cons_aiwp,48,1.0,581.3802637191665
pangu,24,1.0,52.36570332813817
fengwu,24,1.0,27.065508249528214
gru,24,0.5,154.39531471212828
transformer,24,1.0,192.44070269351468
cliper,24,0.5,166.4382907093475
cons_aiwp,24,1.0,39.80783751478017
pangu,24,0.5,105.43986860590324
fengwu,24,0.5,1680.7281328315744
gru,24,1.0,361.78661587678334
transformer,24,1.0,284.71065546587874
cliper,24,0.5,462.44297582474223
cons_aiwp,24,1.0,825.0173006887884
pangu,24,1.0,26.584057494619127
fengwu,24,1.0,26.584057494619127
gru,24,0.5,95.00112530201282
transformer,24,0.5,135.05654852962198
cliper,24,0.25,46.6499363953877
cons_aiwp,24,1.0,26.584057494619127
pangu,48,1.0,400.7556744435256
fengwu,48,1.0,913.5181049086623
gru,48,0.5,96.02205874314913
transformer,48,0.5,175.84488753218739
cliper,48,0.25,181.11806948230435
cons_aiwp,48,1.0,652.360871101135
pangu,24,1.0,36.87383065939742
fengwu,24,1.0,27.24384920432984
gru,24,0.5,140.8086262760803
transformer,24,0.5,129.59743023964768
cliper,24,0.5,124.21921250611786
cons_aiwp,24,1.0,16.678892087172073
pangu,48,1.0,132.87812920612024
fengwu,48,1.0,11.119492664455889
gru,48,0.5,331.52526963492016
transformer,48,0.5,319.2662599557247
cliper,48,0.5,337.7655782769396
cons_aiwp,48,1.0,71.60558265737755
pangu,72,1.0,105.75948652663989
fengwu,72,1.0,1342.6044974054728
gru,72,0.5,442.3587895985908
transformer,72,0.5,429.87689043743165
cliper,72,0.5,447.8788203968168
cons_aiwp,72,1.0,618.6978739818746
pangu,24,1.0,103.06737903591969
fengwu,24,1.0,131.82420161098582
gru,24,0.5,158.49654428872125
transformer,24,0.5,136.48878194123304
cliper,24,1.0,127.28744028431166
cons_aiwp,24,1.0,116.1503287271935
pangu,48,1.0,60.713135241051575
fengwu,48,1.0,85.60213745276937
gru,48,0.5,320.3915713119483
transformer,48,0.5,255.64717336050572
cliper,48,1.0,162.9625486622563
cons_aiwp,48,1.0,73.47072801058769
pangu,72,1.0,149.43790337287413
fengwu,72,1.0,142.14643481412836
gru,72,0.5,525.7213763433747
transformer,72,0.5,405.56684654687535
cliper,72,1.0,251.8149551248949
cons_aiwp,72,1.0,145.32142758013373
pangu,24,1.0,65.31532982097063
fengwu,24,1.0,73.10107088541147
gru,24,0.5,429.2241987095984
transformer,24,0.5,407.333977070201
cliper,24,0.5,384.16324865066287
cons_aiwp,24,1.0,68.07059842154459
pangu,48,1.0,96.15264972473389
fengwu,48,1.0,91.99956563482465
gru,48,0.5,979.082544156222
transformer,48,0.5,928.2743293656853
cliper,48,0.5,795.1243346713137
cons_aiwp,48,1.0,93.15247955316131
pangu,72,1.0,150.37763095279567
fengwu,72,1.0,127.17736597003778
gru,72,0.5,1420.2060838241
transformer,72,0.5,1347.6067969629328
cliper,72,0.5,1145.0059535360217
cons_aiwp,72,1.0,137.32253228315574
pangu,24,1.0,70.43822200983958
fengwu,24,1.0,57.91469714621467
gru,24,1.25,79.21735954903825
transformer,24,1.25,69.18336538943215
cliper,24,1.0,81.44376318282025
cons_aiwp,24,1.0,62.79577003020302
pangu,48,1.0,10.967931751583164
fengwu,48,1.0,45.44716888022991
gru,48,1.25,51.852675839853255
transformer,48,1.25,46.91777466251336
cliper,48,1.0,63.90628221969275
cons_aiwp,48,1.0,27.0832059729173
pangu,72,1.0,55.60765824523853
fengwu,72,1.0,59.14750706895746
gru,72,1.0,51.807884925718675
transformer,72,1.0,109.52198830452325
cliper,72,1.0,154.11134781874895
cons_aiwp,72,1.0,49.38468252600989
pangu,24,1.2,10.967931751583164
fengwu,24,1.2,34.07634510490613
gru,24,0.5,144.89399559767315
transformer,24,0.5,182.38834990311844
cliper,24,1.0,110.38946664729474
cons_aiwp,24,1.0,15.897415049545524
pangu,48,1.2,62.108596089364816
fengwu,48,1.2,27.72012950331147
gru,48,0.5,211.28696080316382
transformer,48,0.5,277.8141885236387
cliper,48,1.0,140.50618642590345
cons_aiwp,48,1.0,39.24508935482337
pangu,72,1.2,76.45822607371714
fengwu,72,1.2,71.48826705732431
gru,72,0.5,223.37901418479115
transformer,72,0.5,299.46188367292126
cliper,72,1.0,175.4371676764256
cons_aiwp,72,1.0,49.324952656679535
pangu,24,1.0,53.9459710350472
fengwu,24,1.0,85.51888035650761
gru,24,0.25,36.58159944501281
transformer,24,0.25,66.6499199804076
cliper,24,1.0,73.9945576507807
cons_aiwp,24,1.0,69.25177303158617
pangu,48,1.0,24.753351209012123
fengwu,48,1.0,24.753351209012123
gru,48,0.25,208.58282636546073
transformer,48,0.25,260.86291520456274
cliper,48,1.0,88.00627508992845
cons_aiwp,48,1.0,24.753351209012123
pangu,72,1.0,47.86356644047029
fengwu,72,1.0,85.33945577644083
gru,72,0.25,220.6949933527868
transformer,72,0.25,294.6622893499382
cliper,72,1.0,215.19504289393763
cons_aiwp,72,1.0,54.457747359454984
pangu,24,1.0,64.49401710569073
fengwu,24,1.0,79.15695397592731
gru,24,0.5,140.48003920995208
transformer,24,0.5,151.44095609886165
cliper,24,0.5,38.18600680446767
cons_aiwp,24,1.0,71.14703169960721
pangu,48,1.0,31.53811143277383
fengwu,48,1.0,43.92521572404412
gru,48,0.5,128.03489308651518
transformer,48,0.5,141.99585081028684
cliper,48,0.5,161.96864970171202
cons_aiwp,48,1.0,32.7770207879106
pangu,72,1.0,137.67379562513614
fengwu,72,1.0,85.1201248452072
gru,72,0.5,144.56737123255866
transformer,72,0.5,157.55853968381868
cliper,72,0.5,264.27408062895677
cons_aiwp,72,1.0,106.67927566872591
pangu,24,1.2,43.822007088692565
fengwu,24,1.2,59.7384802572359
gru,24,0.8,81.66114009964146
transformer,24,0.8,82.11113143922974
cliper,24,0.5,64.78741156525378
cons_aiwp,24,1.0,51.178660748823084
pangu,48,1.2,51.37319053084523
fengwu,48,1.2,100.26792307590868
gru,48,0.8,203.3034715287047
transformer,48,0.8,178.26143587034042
cliper,48,0.5,464.8276587391599
cons_aiwp,48,1.0,74.07767459116387
pangu,72,1.2,100.52217758756184
fengwu,72,1.2,66.8822586430566
gru,72,0.8,626.517356316053
transformer,72,0.8,573.1270616081051
cliper,72,0.5,1027.0496121166564
cons_aiwp,72,1.0,77.52044128499143
pangu,24,1.0,37.771089793262654
fengwu,24,1.0,25.58781211118425
gru,24,0.5,131.6466488421141
transformer,24,0.5,101.19523647769374
cliper,24,0.5,278.64636067237086
cons_aiwp,24,1.0,28.850911058509794
pangu,48,1.0,34.99733623676461
fengwu,48,1.0,49.85077666229503
gru,48,0.5,216.7743449604389
transformer,48,0.5,164.8429455459967
cliper,48,0.5,555.2618350611406
cons_aiwp,48,1.0,41.29652326245175
pangu,72,1.0,38.57733741441112
fengwu,72,1.0,80.63157060151042
gru,72,0.5,231.41190650690464
transformer,72,0.5,193.26277361948397
cliper,72,0.5,779.4318340225745
cons_aiwp,72,1.0,50.31317551885146
pangu,24,1.0,56.95594669019992
fengwu,24,1.0,27.15764414181478
gru,24,0.5,238.6856812335587
transformer,24,0.5,271.7774601300624
cliper,24,0.5,108.89613500228843
cons_aiwp,24,1.0,40.267320476063176
pangu,24,1.0,86.60832694479177
fengwu,24,1.0,86.60832694479177
gru,24,0.5,507.6490556958314
transformer,24,0.5,425.9182770062991
cliper,24,0.5,24.02165373023252
cons_aiwp,24,1.0,86.60832694479177
pangu,48,1.0,57.06842186613904
fengwu,48,1.0,138.94982237406646
gru,48,0.5,840.4041212285127
transformer,48,0.5,666.8702242568728
cliper,48,0.5,334.92409737047404
cons_aiwp,48,1.0,97.67250499429521
pangu,72,1.0,134.2520676045955
fengwu,72,1.0,256.19137352398695
gru,72,0.5,654.4105025874187
transformer,72,0.5,474.67293344537484
cliper,72,0.5,819.8784060927695
cons_aiwp,72,1.0,174.7377405954511
pangu,24,1.0,97.40191542474749
fengwu,24,1.0,38.23681400157752
gru,24,0.5,348.51091324915075
transformer,24,0.5,193.02929203134002
cliper,24,0.5,568.0650806389993
cons_aiwp,24,1.0,67.62510882172388
pangu,48,1.0,157.16357341211196
fengwu,48,1.0,174.4444548162511
gru,48,0.5,817.2002530222768
transformer,48,0.5,638.4669744723195
cliper,48,0.5,1495.0061771867613
cons_aiwp,48,1.0,162.69659924580426
pangu,24,1.0,65.4602938407754
fengwu,24,1.0,66.03457699770125
gru,24,1.5,393.6359104439063
transformer,24,1.5,396.2188813827801
cliper,24,0.5,399.9321038258854
cons_aiwp,24,1.0,64.2762887546695
pangu,48,1.0,78.98444801068206
fengwu,48,1.0,76.31795059457414
gru,48,1.5,740.5083433766531
transformer,48,1.5,636.2643039551447
cliper,48,0.5,753.2931810071669
cons_aiwp,48,1.0,39.617797995214985
pangu,72,1.0,58.770167698931395
fengwu,72,1.0,278.3066267284093
gru,72,1.5,968.5825207440149
transformer,72,1.5,713.9754139151504
cliper,72,0.5,1066.9674986300183
cons_aiwp,72,1.0,143.9470196514424
pangu,24,1.0,48.86341544163619
fengwu,24,1.0,53.373338155050064
gru,24,0.25,367.6697872205029
transformer,24,0.25,395.0568348631511
cliper,24,1.0,263.84043046616006
cons_aiwp,24,1.0,49.15355703963456
pangu,48,1.0,35.97155064890385
fengwu,48,1.0,17.50464075420441
gru,48,0.25,898.4431206074679
transformer,48,0.25,947.8961517465077
cliper,48,1.0,470.28226869109636
cons_aiwp,48,1.0,25.374574271475424
pangu,72,1.0,60.1567340117824
fengwu,72,1.0,169.22184523182705
gru,72,0.25,1215.7463974734233
transformer,72,0.25,1323.535864886454
cliper,72,1.0,434.206322438436
cons_aiwp,72,1.0,77.99408394423392
pangu,24,1.0,170.16891098756471
fengwu,24,1.0,188.95600816197765
gru,24,0.5,324.98221204815724
transformer,24,0.5,334.37382414687795
cliper,24,1.0,203.9386122231263
cons_aiwp,24,1.0,179.72411328717487
pangu,48,1.0,76.05791488672244
fengwu,48,1.0,235.68793806097327
gru,48,0.5,663.2539999068034
transformer,48,0.5,679.7961237620412
cliper,48,1.0,468.3827495341098
cons_aiwp,48,1.0,153.93783597497398
pangu,24,1.0,44.34590663589331
